tweet	class
&#8220;: a majority of my news feed is people arguing about what it means to be a redneck #vermontproblems&#8221;	1
&#8220;: You can be a hoe without having sex, ask any of the girls texting alotta niggas at the same time.&#8221;	1
"&#8220;: I'm a pro at losing followers. Some people just can't handle my excessive use of the work ""cunt"".&#8221; Mines cause I say fuck"	1
"&#8220;: &#8220;: Repost . #8221;&#128079;&#128079;&#128079;&#8221; ""kush blunt convos""?? A simple minded ho made this pic I bet"	1
&#8220;: If I couldn't trust some of the homies how could I trust these hoes?&#8221;you can't lol	1
&#8220;: Brah Wiz cheated &#128514;&#128557; #8221; she had hair like a dyke..... Uh.. Duh?	2
&#8220;: These hoes out of control #8221;LMFAOOO	1
&#8220; If Howard elbow bosh, will bosh fight back?&#8221; don't have to got mcbob bird and UD	2
&#8220; Im drunk, I'm bout to bitch.&#8221;need a ride?	1
&#8220;: Versace Versace, I talk shit on twitter and so that bitch blocked me&#8221;	1
&#8220;: Ginobli dropping them bitches like a Delta line&#8221;. &#128514;&#128514;&#128553;&#9996;&#65039;	1
&#8220;: Clingy girlfriends are the best &#128175;&#10084;&#65039;&#128553;&#128143; #8221; Stop lying to these hoes bro.. That shit annoying	1
&#8220;: Eliot was a pussy.&#8221; MMMMMETHER	1
&#8220;: My bitch bad she's a Puerto Rican &#128527;&#128540;&#8221;what song is that	1
&#8220;:  pretty boy face&#8221; Awee thanks faggot	1
&#8220;: An inning and a half away from Alex Rodriguez being eligible to play. Just a thought. #Yankees #MLB&#8221; OMG. Feel an ulcer.	2
&#8220;: We out! Brooklyn bound wit this money. Feelin like Yung Jeezy in this bitch! &#128299;&#128299; #8221; LMAOOOO	1
&#8220;:   #8221; bitch ima shake til I can't nomo	1
&#8220;:  fuck you ugly lol show them teeth&#8221;&#128514;&#128514;&#128514;&#128128;&#128128;&#128128; bitch fuck u	1
&#8220;:  lol , be cool son. You know your grandma bald mouth&#8221;she got all her teeth hoe &#128514;&#128514;	1
&#8220;:  mo bitch the special Ed Darlene from backatown &#128514;&#128514;&#8221;&#128128; GN	1
&#8220;:   they can't fit on that small ass street son&#8221;bitch you know what happen last time we was onyur st &#128514;	1
&#8220;: Going dumb on this essay&#8221;&#128514; bitch you sad.	1
&#8220;: I fucked up in the 6th grade&#8221;yeah bitch you wants to fight me with yo dawg ass	1
&#8220;: Yall on my TL need to be sleep yall got school tomorrow&#8221; bitch I got straight A's ion need to go &#128514;	1
&#8220;: i dont een tryna be disrespectful when i say bitch. its just a term, like bruh or son&#8221;	1
&#8220;:  you not gone leave hoe&#8221;&#128514;&#128514;&#128546;	1
&#8220;: the next time I see this bitch I'm beating her ass. job or not.&#8221; lol	1
&#8220;:  fuck up bitch &#128530;&#8221; get out mi house &#127969;&#128074;&#128581;&#128514;	1
&#8220;: Bad bitches is the only thing that I like &#128074;&#128064;&#128074;&#8221;&#128073;&#128073;&#128073;	1
&#8220;:   it aint bundles soooo nope&#8221;it is bitch she happy hosting	1
&#8220;: No yu can't get no money yu silly hoe...&#8221;	1
&#8220;: These Niggaz bitches hiding behind gangs they ain't in &#128175; &#128056;&#9749;&#65039;&#8221; &#128588;&#128175;	1
&#8220;:  DONT Say Shit Else ! Just Stfu !&#8221;bitch we can do a lot more off this Twitter shit you can come see me	1
&#8220;: Niggas talk more then bitches these days&#8221;	1
&#8220;: You little stupid ass bitch i ain't fuckin with you &#127925;&#8221;	1
&#8220;:  i aint gone lie &amp; old heads say they see it in me so i figured&#8221; nah you just retarded	1
&#8220;: lmao  &amp; Aero sound young af talking bout hoes n weed n shit&#8221;  brah you gotta listen to this shit	1
&#8220;: Niggas over 6'2 with long ass monkey arms make the best cuddle buddies....so I heard&#8221; ahaha a female told me this once&#128514;&#128514;&#128514;	1
&#8220;: Sometimes I hate AZ &amp; sometimes I love it. Depends on the time of year I guess.&#8221; &amp; the dumb bitches that live here	1
&#8220;: Dudes shaving without it being for an athletic purpose is gay af&#8221; you're retarded.	0
&#8220;:  or he's eating it cuz he's with a women who just can't cook &#128586;&#8221;then u gotta get rid of that hoe	1
&#8220;: I'm going to miss these bitches so much &#128557; #8221; far right she resting on ol girl booty y'all funny as shit	1
&#8220;: You was with the bitch with the fat ass &#128514;&#8221;only way to live when u young that shit gonna get old tho and have a lot of dents in it	1
&#8220;:  &#128514; Marcus bitch ass  ain't loyal at all! Team hopping ass !!!&#8221; &#128514;&#128557;&#128514;&#128557;&#128514;&#128056;&#9749;&#65039;	1
&#8220;: Hoe fax = type yo bitch number in google to see if it pops up on back pagE thank &#8221; &#128514;&#128557;&#128514;&#128557;	1
"&#8220;: I was told never fold &amp; never sell my sole""They Should Have Told Yu Stay In School ! *Soul&#8221; autocorrect hoed me"	1
&#8220;:  bitch U TRIED IT . U deserved every foul word that came out Chris mouth &#128133;&#9749;&#65039; bye hoe&#8221;&#128514;&#128557;&#128514;	1
&#8220; One last shot at this love shit then I'm dogging you hoes&#8221; #Drakelistener	1
&#8220;:  negro, you wear a size 5...I'm in a 12&#8221;I'm at a 6 now still growing	1
&#8220;:  what's good, family?&#8221;in the gym looking at hoes hit u later	1
&#8220;: When you open your starburst candy and get 2 yellows #8221; lmao bruh	2
&#8220;: Birthday Weekend starts today&#8221; Shut yo hoe ass up	1
&#8220;: Bitch niggas pay for hoes just to lay with hoes&#8221; relax one night you'll pay to stay with hoes	1
&#8220;: if your wardrobe consist of mostly leggings, you's a hoe&#8221; guilty	1
&#8220;: &#8220;: In the mall with yo bitch and yo money I'm getting me somethin &#128514;&#128175;&#8221;&#128514;&#8221;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;	1
&#8220;: Eat a lot of protein Eat a lot of pussy #MattieTrumpsTipsForABetterLife&#8221; Eat the whole ass	1
&#8220;: I'm jakes bitch&#8221;	1
"&#8220;: When you live this gay, you can't be afraid of two black dicks in your butt"" you fucking queer"	0
&#8220;: A lot of you males need to dress up as real men for Halloween since y'all be acting like bitches all year.&#8221; &#128514;&#128588;	1
&#8220;: You want to be a little bitch, than ima treat you like a little bitch.&#8221;	1
&#8220;: Water polo is so fucking hard #respect&#8221; yeah if you're a pussy	1
&#8220;:   Edward did OSS, he sparkled&#8221; &#128514;&#128514; bitch reality	1
&#8220;:  who the old bitch??!!&#8221; *hoe	1
"&#8220;: I love the song ""John Doe"" #dope&#8221;   faggots"	0
"&#8220;: I hate when bitches do that ""who are you talking to"" shit like clearly you.&#8221;I be like ""BITCH WIT DA RED DOOR HOE""&#128514;&#128514;"	1
&#8220;: Just got done with my last final and I'm walkin around campus like I own this place&#8221; queer.	0
&#8220;: We'll I'm going to sleep &#128530;&#8221; fag	1
&#8220;: MMMH Daily is out!  Stories via &#8221;  #yellow is IN! &amp;  luv the bling!	2
&#8220; They not evn hoes in silence anymore&#8221;proud of it .... then want respect	1
&#8220;: When you fuck her GOOD she trip even more&#8221; good dick makes a bitch go crazy	1
&#8220;:  so many hoes, that's why&#8221;preach	1
&#8220;: If a photographer doesn't have a back story on how he started, he did it for pussy #believethat&#8221; #CANTKNOCKTHAHUSSLE	1
&#8220;: I've sounded like a fag the last few days &#128584;&#128513;&#128513;&#8221; your emotions are inspiring &#128150;	1
&#8220;: #ImAddictedTo girls w fat pussy slim waist fat ass n innocent smiles&#8221; truuuuuu	1
&#8220;: You can be Seminoles but not redskins? K&#8221;Seminole tribe got an agreement with them..fsu pay them to use the name	1
&#8220;: Who that pussy wet for ?&#8221; 	1
&#8220;: You dammn Weed potheads are annoying af on Twitter&#8221; weed and pot are the same thing faggot	0
"&#8220;: "": I'm dreaming &#128525;&#128525; "" ewwww&#8221;bitch you must be fucked up &#128514;&#128514;"	1
&#8220;:  LMAO my bitch was listening to gospel music w. liquor in her hand weaaakkk&#8221;lmfaooooooooo I was crying	1
&#8220;: why amanda bitch ass eva cheat on fizz fine ass? ion geddit&#128564;&#8221; theres more to a nigga than his looks.. Thought yall knew dat?&#128564;	1
&#8220;: &amp; you should feel disrespected if a bitch try to suck you up with dry lips. &#128128;&#128128;&#8221;	1
&#8220;: Y'all bitches switch a roo niggas !!!&#8221;&#128064;&#128064; who the hell	1
&#8220; Who is she? RT : Y'all hype that bread loaf chick up but I'm a chill&#8221; a dyke rapper	0
&#8220;: Cowboys win games during the regular season but when they get to the playoffs that trash af lol&#8221; hating ass nigga	0
&#8220;: Having 0 bitches really the wave&#8221;shaq you got all the hoes	1
&#8220;: Niggas want a good girl but still wanna fuck with hoes but that ain't gone work. Gotta pick one&#8221;&#128514;&#128514;&#128514; boy stfu	1
&#8220;: Splash onna bitch Wednesday tomorrow&#8221;	1
&#8220;:  them Damn brownies&#8221;I swear lmao	1
&#8220;: Mom : Dont call a girl a bitch. That's somebody's daughter,sister,niece... Me : And somebody's bitch too&#8221;	1
"&#8220;: White kids favorite activities 1. Calling people ""niggers"" on Xbox 2.fucking their pet 3. Shooting up their school&#8221;"	0
&#8220;: Smh bitches are such haters !!! How dare they do this to her #blackgirls #jealousy #8221; YOOO LOOOL	1
&#8220;: Throwing lamps at bitches who need to lighten up.&#8221; True dat	1
&#8220;: Using y = mx + b to measure the slope of that ass girl.&#8221; 	1
&#8220;: on my way to fuck ur bitch #8221; 	1
&#8220;: on my way to fuck ur bitch #8221; 	1
&#8220; &#8220; My brother a faggot&#8221;&#8221;smh	1
&#8220; Dnt blame niggas when a female see ya hoe ass ways. Go listen to some JT Money fruitcake&#8221;	1
&#8220;: Some of y'all bios are trash.&#8221; Mine pretty good	2
&#8220;: Bout time RT : Some of these chicks don&#8217;t want a man, they just want support.&#8221; Tell that bitch to get a bra	1
&#8220;: When the pussy stank #8221;	1
&#8220;: Remember this bro? &#128514;  #8221;niggah don't show people this &#128514;&#128514;&#128557;&#128567;	1
&#8220; Uhoh you got the hoes lol RT : Y'all I found this letter on my car. #8221; Naaah	1
&#8220;: If she's sending you nudes on snap chats but your not one of the 3 guys on her favorites, she a hoe.&#8221;&#128514;&#128514;&#128514;&#128557;	1
"&#8220;: #Mondays are a whole lot better when you're driving a vehicle #8221; ""That white pussy uhhh get ya"""	1
&#8220;: No longer a side bitch  #8221;  &#128514;&#128557;	1
&#8220;: Spitting on people just shows you weren't raised right. In another words it's a bitch nigga trait.&#8221; 	1
&#8220;: spongebob out here beating bitches up #8221;	1
&#8220;: A relationship is only made for two.. but some bitches don't know how to count.&#8221;amen to that!	1
&#8220;: Why is everyone who thinks you're an unfunny pandering jizzbag automatically a troll? &#8221; And he hate colored folk	1
"&#8220;: ""Darkskin Girls Ugly"" &#127383;&#127378; #8221;flawless ass bitch"	1
"&#8220;: In the fashion world ""urban"" means ""stolen from black people"" its ghetto on us, and urban on them haha #8221; &#128588;"	2
&#8220;: It's like when a bitch gotta pretty pussy but it's loose .&#8221; #witchcraft	1
&#8220;: #8221;these the white girls u should holla at but Nooooo brothas go for the ugliest bad built hoes ever	1
&#8220;: #8221; how young is this hoe with a m&amp;m pillow	1
&#8220; I survived swine flu, bird flu, west nile and the Bloomberg administration. I'll be fine&#8221;the abortion survival. Cant 4get that	2
&#8220;: FYI #8221; my favorite type of bitches.	1
&#8220;: My tweets trash&#8221;	2
&#8220;: &#8220;: Small titty bitches pierced nipples look like staples.&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#8221;lmao	1
&#8220;: Ready blow this bitch down &#128293; #8221;Bring me 3 rellos	1
&#8220;:  I couldn't find anything to hold my hair up let alone put a pony in&#8221;no bitch I said post a busted pic&#128557;	1
&#8220;: My leave out is trash &#128552;&#8221;&#128557;&#128557;&#128557; u sick	2
&#8220;: &#8220;: Iont got no type&#8221;bad bitches is the only thing that I like &#128111;&#128131;&#128131;&#8221;aye I'm just living life	1
&#8220;: dumb beaner&#8221; 	2
&#8220;: I try to keep all my bitches on lay away&#8221; same way I feel	1
&#8220;: Trust these bitches ? Nah&#8221;	1
&#8220;: Is it wrong if I get on this bitch and started talking shit &#128514;?&#8221;yes!	1
&#8220;: Ain't nothing better in life than meeting a hoe with a full time job&#8221;don't let her have her own benefits nigga what	1
&#8220;:  Boney as shit right &#128514;&#8221;I seen em walking down the street Ctfu I was in the crib tho! He a lucky nig.	1
&#8220;: I heard thigh gaps is a way of telling if a bitch pussy is loose.&#8221; What?? 	1
"&#8220;: "":  I threw them hoes away"" you also just threw yo life away&#8221;bruhhh &#128557;&#128557;&#128514;&#128514;&#128514;"	1
&#8220;:  lol haha&#8221; hahahahahahahahahaahah deez nuts bitch	1
&#8220;: Hate driving in the rain. -_-&#8221; you can drive deez nuts in your botch mouth hoe	1
&#8220;: Your opinion is irrelevant because you&#8217;re a cunt.&#8221; 	1
&#8220;: True nothing shuts up libdog bitches who like to bark at anything &#8221; THAT'S CALLED...PREACHING THE TRUTH!	1
&#8220;: Fuck her right in the pussy #8221; I wish this dude was my grandpa&#128514;	1
&#8220;: When you see the bitch that been talking smack about you in the playground #8221;	1
&#8220;: &#8220;: I just want panda express&#8221; panera**&#8221; big booty hoe*** &#128514;&#128514;&#128514;&#128514;	1
&#8220; Aren't they all tho bro? RT : I hate a nosey bitch....&#8221;some more than others	1
&#8220;: i got money , guns , gold , bitches nd stacks nigga fuck this net beef have my shooters get at niggas&#8221; a Bring dat Friday den	1
&#8220;: If a bitch comes for me I hope she bout all that slick shit she yapping about &#128064;&#8221; Thuggin	1
&#8220;: I'm finna eat some pussy&#8221; lmao	1
&#8220;: When girls take my snap backs and beanies lol&#128169; that's 35 dollars a hat and 40 for the AX beanieS &#128530;&#8221;I don't let them take it	2
&#8220;: A new breed of white girl... #8221; she slammed that bitch &#128527;&#128514;	1
&#8220;: &#8220;: A Bitch Couldn't pay me to get dem pregnant again &#128588;&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#8221;fr fam ion see how niccas out here poppin kids out	1
&#8220;: Niggas want pussy. I ain't giving any out. Here is where lies our dilemma.&#8221; That's cool	1
&#8220;:   Hahahaha do it bitch! Make her fall in love &#10084;&#10084;&#10084;&#10084;&#10084;&#10084;&#10084;&#8221; should I? &#128514;	1
&#8220;: If she buys you a tattoo, wife that girl&#128521;&#128540;&#128527;&#8221; &#128514; this bitch	1
&#8220;: bitches saying ray rice got what he deserved but just a month ago wanted this man free &#128056;&#9749;&#65039; #8221;smh&#128514;&#128514;&#128514;	1
&#8220;: &#8220;: bitches be like, messy bun. #8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#8221; &#128072;&#128072;&#128072;&#128553;&#128514;&#128514;&#128553;&#128079;&#128557;	1
&#8220;: When she ask how imma eat her pussy #8221;&#128128;	1
&#8220; Girl you eat mo pussy than me girl you shoulda been a nigga&#8221; that's that jam	1
&#8220; Leave all the bitchin to bitches&#8221;	1
&#8220;: &#8220;: Last night was well.. Fun lmao&#8221; you got some pussy didn't ya Vern&#8221; unfortunately no lol	1
&#8220;: Y'all females love y'all a bum nigga or a jail bird..&#8221;!!!!	1
&#8220;: you lucky ashit if you got the shawty you want .. &#128527;&#128175;&#8221; a niggah just tryna keep her	1
&#8220;:   don't get on bro #8221; when bae textin another nigger	1
&#8220;: I just accidentally ate a pot brownie. I guess there goes my pledge of being drug free for life . lolz .&#8221; Lmao #College	2
&#8220;: Who else thinks lip biting is fucking sexy?&#8221; until that bitch bite too hard put a hoe out once for that	1
&#8220;: these the kids that call you nigger on xbox #8221;	1
&#8220;: How I feel when I'm throwing trash away... #8221; everyday in school.	2
&#8220;: when he makes u his WCW &amp; his hoes favorite it #8221; &#128520;&#128520;&#128520;&#128514;&#128514;	1
&#8220;: Females that know they are hoes really the coolest chicks....all sex asides&#8221;lmao	1
&#8220;: They game is over fuck yall bitches &amp; yall attitudes &#128514;&#128514;&#128514;&#128557;&#128557; #8221;&#128557;&#128557;	1
&#8220;: It might be RT : Some of y'all females pussy wet cause he cried&#8221; smh	1
&#8220;: I say bitch bad, woman good, lady better&#8221; Lupe?	1
&#8220;: Oreos And Milk &#128523;&#8221;	2
"&#8220;:  maybe cuz your putting trust in a "" bitch "" not a lady.&#8221; or maybe because this a fucking song"	1
&#8220;:  shut the fuck up, you fucking trash nigga, work on another ring&#8221; 	0
&#8220;: &#128525;&#128525;&#128525;&#128525; #8221;kid in the yellow is rock hard	1
&#8220;: &#8220;: Everybody Loves Dej Loaf&#8221; cause that's wifey&#8221; fuck off kaya dats my bitch.	1
&#8220;: I live in constant fear of being shit on by a bird&#8221; well this actually fucking happened to me before sooooo. &#128529;	1
&#8220;: I surrounded my bad bitches I can't keep them out my face&#8221;&#128064;&#128064; #WhereTheyAtDoe &#128514;	1
&#8220;: Dr gero made android 18 to destroy da world das sum bitch nigga shit I would program a girl android to gimme sum neck 24/7&#8221;	1
&#8220;: &#8220;: Dumb bitch award goes too .... #8221; &#128557;&#8221; that's all you Uncle Sam !!!	1
&#8220;: I let my girl handcuff me to the bed thinkin she gon do something freaky this bitch went through my phone&#8221;	1
&#8220;: What if pussy treated condoms like cars treat seatbelts and kept beeping until u put it on?&#8221; &#128514;&#128514;	1
&#8220;:  it's almost been 10 yrs. You haven't had ONE gf since, u just been fckn hoes huh.&#8221; 	1
&#8220;: Your relationship ended, not your life. stop being a whiny bitch&#8221;	1
&#8220;:   you fck like a hoe so no thank you . Ima be classy when I do it &#128128;&#8221; &#128128;&#128128;&#128128;&#128128;&#128128;&#128128; bitch I'm dead	1
&#8220;: I hate how some of you bitches come to school musty . Like how tf you walk out your house stank ? Your mama ain't shit&#8221;&#128514;&#128514;	1
&#8220;: Jealous bitches be like ...'&#128514;&#128530;&#127797;.' &#128514;&#128514;&#128514;&#128128;&#8221;&#128514;&#128514;&#128514; don't subtweet me hoe	1
&#8220;: Y'all big braid gelled baby hair havin bitches look like Dashiki from Don't Be a Menace ... This is not up for discussion&#8221;&#128514;	1
"&#8220;: "": Nawwww If you a hoe you sittin on the floor and not my damn couuuuuch&#128131;"" but your birthday is in Feb or naa?&#8221; Nope"	1
&#8220;:  I'm so dead &#128128;&#128128; why you hoe me #8221; idk I just felt like flaming you lol	1
&#8220;: &#8220;: &#128522; #8221; go to sleep bitch&#8221;stfu	1
&#8220;: &#8220;: &#8220;: I really only like like 3 people in this town, everyone else is a faggot&#8221; me&#8221; me&#8221; me	1
&#8220;: Better not have any bitch ass people in my classes tomorrow&#8221;	1
&#8220;:   damn they got wifey &#128561;&#128561;&#128534;&#128534;&#128555;&#128553;&#128553;&#128553;&#8221; Fall back nigga &#128299;.. I don't share my hoes	0
&#8220;: When you catch your girl doing some hoe shit behind your back #8221;&#128553;&#128514;&#128514;	1
"&#8220;: I find myself wanting to google ""the yellow king"" #TrueDetective&#8221; No kidding! What is going on?"	2
&#8220;:  them Wet &#128076;&#128166;&#128166;&#8221;say trav see if they got them hoes in Cali I will send you my money	1
&#8220;: This bitch childish af #8221; one of my sisters would've had to crash her &#128514;	1
&#8220;:   Nigel, you don't think he knows what he did was dumb? How smart are you?&#8221; Shut your bitch ass up	1
&#8220;: Fucked your bitch and left her like... #8221;&#128553;&#128553;&#128514;	1
&#8220;:   yasss when a bitch get paid tho &#128514;&#128514;&#8221; as long as she dnt act crazy	1
&#8220;: Half y'all hoes still got nut in y'all baby hairs , shut up &#128530;&#8221; 	1
&#8220;: Nobody wants to be with a bum&#8221; except bum bitches	1
&#8220;: Ur ex girlfriend is a slut&#8221; fr f dat hoe	1
&#8220;: Ladies If a nigga always wanna go out and party every weekend . He basically side hoe shopping&#8221;&#128514;	1
"&#8220; ""When you gonna take me out?"" RT : Some hoes not gonna let you come over until you spend money on them&#8221;listen"	1
&#8220; Beef is when a bitch titties looking like they sleep... RT : What's beef...&#8221; 	1
&#8220;: Today was a long practice&#8221; bitch no it wasn't &#128529;	1
&#8220;: Food &gt; Pussy but pussy = Food so food &#8805; pussy.&#8221; 	1
&#8220;: I swear if I see any snow tomorrow.... #8221; bruhh you sound like a basic white bitch	1
&#8220;: Typical hoe costumes: 1. Cat 2. Nurse 3. Bunny 4. Police officer 5. Themselves&#8221;&#128129;	1
&#8220;: Uh excuse me bitch, you don't need to shout.&#8221;  	1
&#8220;: Red Neck Ice Bucket Challenge &#128514; #8221; he must be from the SIP. #redneck	2
&#8220;: &#8220;:  smoking skating twerking&#8221;I'm innat hoe&#8221;yas	1
&#8220;: I hate this shit like why y'all bitches think that's cute? #8221;&lt;total clothing violation	1
&#8220;: Miss you &#8221; pussy	1
&#8220;: I smoke like 20 backwoods a day&#8221; cop dem bitches by da box woe 	1
&#8220;: Adam Jones homers Yankees now lead 5-3.&#8221;Guy is a monsta	2
&#8220;:  already going #8221; how I look at side hoes when daddy walk in the room.	1
"&#8220;: &#9994;&#128558; u r gey af. But you're my boy I'm glad I'm close with you. You dumb bitch&#8221; how guys say ""I love you"" &#128527;"	1
&#8220;: can't stand a playin ass nigga&#9995;&#8221;bitch*	1
&#8220;: Making weed brownies tonight&#8221; goin slide me a batch relo	2
&#8220; The hoes love... #oomf &#128527; lol&#8221;	1
&#8220;: Lover #8221;my old bitch &#128514;	1
&#8220;: Shavonne was doing ballet in the middle of the street last night and fell &#128553;&#128553;&#128514;&#128514;&#128514;&#128514;&#128557;&#128557;&#128557;&#8221;&#128557;&#128557;&#128557; bitch it wasn't ballet	1
&#8220;: I want pussy for dinner&#8221;	1
&#8220;: When her nudes trash you gotta draw clothes back on her and send em back #8221;&#128128;&#128128;&#128128;&#128128;&#128128;	1
"&#8220;: hoes be like ""omg i love my new comb &#10084;&#65039;"" #8221; thought this was Perro"	1
&#8220;:  knee ass&#8221;crow ass	1
&#8220;:  slut hoe&#8221;thot whore	1
&#8220;: I feel like twerking &#128514;&#128514;&#8221; This is why yo pussy stank &#128581;	1
&#8220;: Kanye might be the first nigga to successfully save a hoe.&#8221;lol this a original . Tweet	1
&#8220; 10 under in Miami is a keeper&#8221;not hard to find them hoes just like to brain wrestle	1
"&#8220;: Quote this with a weezy verse"" I'm a diamond in the rough like a baby in the trash"	2
&#8220;: Quote this with a weezy verse&#8221; you're like a bitch with no ass you aint got shit	1
"&#8220;: You just ugly AF stick to one Rt "": This new avi trash or nah""&#8221; "	1
&#8220;: You goofy RT : Only goofy niggas simp over chicks with community pussy..&#8221; Who are you?	1
&#8220;: Always tryna degrade girls&amp;shit &#128530; when really..pussy&amp;ass is almost all yall think about so shuuutt iittt .&#8221; Sometimes	1
&#8220;: F**k it!!!!! I'm never wearing my headband again either!!!!!!&#8221; but you don't hoop like a lil bitch tho...	1
&#8220;: That ain't my hoe.&#8221;	1
&#8220;: This single shit so boring &#128555;&#128530;&#8221;suck it bitch	1
&#8220;: Trenton Gossman is the sexiest hillbilly I have ever seen&#8221; &#128129;&#128514;&#128514;&#128514;	1
&#8220;: COLT MCCOY WINS&#8252;&#65039; #HookEm&#128002;&#8221; he's still trash	2
&#8220;: Crying over a guy on Thanksgiving? Nah bitch pick your head up, you making the turkey soggy.&#8221; Thanks A'Shanni *pats turkey dry*	1
&#8220;: Good pussy be making a nigga have to regroup&#8221; pull out and get your thoughts together&#128514;&#128514;	1
&#8220;: I ate oomf pussy&#8221; @ her &#128064;&#128064;&#128064;&#128514;&#128514;	1
&#8220;: Ion care about none of these bitches&#8221;&#128175;&#128175;&#128175;	1
&#8220;: Never seen so many perfect bitches til I made a Twitter &#128564; but &#128056;&#9749;&#65039;&#8221;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;	1
&#8220;: I'm a boss ass bitch ..bitch..bitch..bitch..bitch..bitch..bitch..&#8221; 	1
&#8220;:  agreed, eating pussy is so much better&#8221;they both Nasty	1
&#8220;: fuck a #WCW dats my bitch , not my crush&#8221;	1
&#8220;: All I want is bitches, big boooty bitches&#8221;	1
&#8220;: #8221; How is this trash...	2
&#8220;: I don't like a ghetto female&#8221;&#128567;&#128078;	1
&#8220;: If Jennifer Hudson can lose weight anybody can you fat ass hoes!!!&#8221;&#128514;&#128514;&#128514;&#128514;	1
&#8220;: Stop giving a nigga pussy he stop actin like he care&#8221; no true totally ...	1
&#8220;: All I wanna do is go workout then come back home and lay in bed&#8221; jerk off, kill two birds with one stone.	1
&#8220;: An orangutan once tried to have sex with actress Julia Roberts.&#8221;Smart monkey&#128514;	1
&#8220;: Ever met a bitch that fucked with your nigga but was to pussy to admit it ?&#8221; A bitch for a bitch.	1
&#8220;: &#8220;: #SingleBecause ill find a cute hoosier to date next year &#128527;&#8221; &#8221; 	2
&#8220;: I just made that interview my bitch. &#128526;&#8221;--finessed it huh!? Lol	1
&#8220;: we don't love these hoes #8221;  &#128076;	1
"&#8220;: Fuck a ""bad bitch"" id rather have a good girl who's a freak just for me 10/10 times &#128525;&#128525;&#8221;"	1
&#8220;: ''single af'' we don't care you're ugly anyways&#8221; @ me pussy	1
&#8220;: I don't love these hoes&#8221; *we	1
&#8220;: When you try to smash but that pussy stank #8221;	1
&#8220;: #Yankees and Red Sox are scoreless as we play in the 2nd inning.&#8221; THE BAMBINO IS WATCHING!	2
&#8220;: Alfredo Aceves in to relieve  here in the 4th. #Yankees&#8221; he needs to go away , gas can !	2
&#8220; Cavs trash.. Heat trash.. Smh&#8221;pat gotta make trades	2
&#8220;: I'm not a bitch like  &#128129; lol&#8221; sorry not sorry, tried to give him a hint that I didn't want to speak to him so idc &#128524;	1
&#8220;: . Shut up, faggot.&#8221;&#128514;Set himself up	1
&#8220;: Oreo ice cream cake &#128588; #8221; &#128525;	2
"&#8220;: "" I got a natural mean face"" ""i be havin mean mugs and ion even be knowin"" bitch shut the fuck up&#8221;right"	1
&#8220;: All I want for my birthday is a female with a large buttocks.&#8221; Big booty hoe	1
"&#8220;: My sister shittin on you hos once again "": wodeh bout dat action ""&#8221;&#128536;&#128536;&#128536;"	1
&#8220;: LMAOOO I find this shit so funny y'all hoes ain't content with working it out with one nigga #8221;that's boring	1
&#8220;: U look like a cotton picker tho RT : About to put in field work &#127944;&#8221; damn dee got all the jokes	1
&#8220;: &#8220;:  wassup&#8221;bye&#8221;bitch you outta order	1
&#8220;: &#8220;: This bitch lying to me &#128514;&#128530;&#8221;&#128064;&#128064;&#128064;&#8221;messy yess	1
&#8220;: Alyssa you ignoring me bitch but you better text me back cause I'm serious !&#8221;fuck u smokey	1
&#8220;: I'm about too put sooooo much nut in my fucking mouth and gts frfr &#128514;&#128514;&#128514;&#128128;&#8221; bitch yu nasty	1
&#8220;: im so winning. &#128525;&#128525;&#128525; #8221;&#128514;&#128514;&#128514; bitch	1
&#8220;: the boy told Lyssa make them $50 &#128514;&#128514;&#128514;&#128128;&#8221;&#128514;&#128514;&#128514;&#128128; yes bitch and I need em	1
&#8220;: these hoes be playing w/ me like I won't send baby Cain at they niggah !!&#8221;yesss messy.	1
&#8220;: Shoot that nigga and his shorty bitch &#128299;&#128514;&#8221; &#8252;&#65039;&#8252;&#65039;	0
&#8220;: Iz no point in being jealous cuz dee hoes for everybody #&#128175;&#128175;&#128175; #BucketsProverbs&#8221; 	1
&#8220;: Oomf a hoe hopper &#128514;&#128514;&#128514;&#8221; &#127806;&#128064;&#127806;	1
&#8220;: What things do you love? &#8212; Myself #8221;food weed pussy life &#128129;	1
